code,sheet,drawing,elevation,axis,level_start,level_end,classification,bar_count,diameter_mm,spacing_cm,length_cm,status,resolution,geometry_pending,note
LT1:301:13,301,2017_67-301-Model,301,1A,PISO_1,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True).
LT1:301:14,301,2017_67-301-Model,301,1A,PISO_1,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True)."
LT1:301:15,301,2017_67-301-Model,301,1BB,,,SPECIAL_GEOMETRY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:16,301,2017_67-301-Model,301,1BB,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:17,301,2017_67-301-Model,301,1BB,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:18,301,2017_67-301-Model,301,1BB,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:19,301,2017_67-301-Model,301,1BB,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:301:20,301,2017_67-301-Model,301,1C,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:21,301,2017_67-301-Model,301,1C,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:22,301,2017_67-301-Model,301,1C,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:23,301,2017_67-301-Model,301,1C,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:301:24,301,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Muro longitudinal en nivel inferior (marcador 1°S legible).
LT1:301:25,301,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:301:26,301,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:301:27,301,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar."
LT1:301:28,301,2017_67-301-Model,301,1b,FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:301:29,301,2017_67-301-Model,301,1AA,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:30,301,2017_67-301-Model,301,1AA,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:31,301,2017_67-301-Model,301,1AA,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:32,301,2017_67-301-Model,301,1AA,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:302:01,302,2017_67-302-Model,302,,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"Familia independiente de la elevacion 302. grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:02,302,2017_67-302-Model,302,,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"Familia independiente de la elevacion 302. armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:03,302,2017_67-302-Model,302,,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"Familia independiente de la elevacion 302. armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:04,302,2017_67-302-Model,302,,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"Familia independiente de la elevacion 302. refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:05,302,2017_67-302-Model,302,,,,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"Familia independiente de la elevacion 302. refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:06,302,2017_67-302-Model,302,,,,LAP,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"Familia independiente de la elevacion 302. empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:303:01,303,2017_67-303-Model,303,E',,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:02,303,2017_67-303-Model,303,E',,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:03,303,2017_67-303-Model,303,E',,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:04,303,2017_67-303-Model,303,E',,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:05,303,2017_67-303-Model,303,E',FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:06,303,2017_67-303-Model,303,E,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:07,303,2017_67-303-Model,303,E,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:08,303,2017_67-303-Model,303,E,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:09,303,2017_67-303-Model,303,E,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:10,303,2017_67-303-Model,303,E,FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:11,303,2017_67-303-Model,303,F,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:12,303,2017_67-303-Model,303,F,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:13,303,2017_67-303-Model,303,F,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:14,303,2017_67-303-Model,303,F,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:15,303,2017_67-303-Model,303,F,FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:16,303,2017_67-303-Model,303,F',,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:17,303,2017_67-303-Model,303,F',,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:18,303,2017_67-303-Model,303,F',,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:19,303,2017_67-303-Model,303,F',,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:20,303,2017_67-303-Model,303,F',FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:21,303,2017_67-303-Model,303,G,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:22,303,2017_67-303-Model,303,G,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:23,303,2017_67-303-Model,303,G,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:24,303,2017_67-303-Model,303,G,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:25,303,2017_67-303-Model,303,G,FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:26,303,2017_67-303-Model,303,H,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:27,303,2017_67-303-Model,303,H,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:28,303,2017_67-303-Model,303,H,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:29,303,2017_67-303-Model,303,H,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:30,303,2017_67-303-Model,303,H,FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:31,303,2017_67-303-Model,303,I,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:32,303,2017_67-303-Model,303,I,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:33,303,2017_67-303-Model,303,I,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:34,303,2017_67-303-Model,303,I,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:35,303,2017_67-303-Model,303,I,FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:36,303,2017_67-303-Model,303,I',,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:37,303,2017_67-303-Model,303,I',,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:38,303,2017_67-303-Model,303,I',,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:39,303,2017_67-303-Model,303,I',,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:40,303,2017_67-303-Model,303,I',FUNDACION_SUP,PISO_1S,STARTER,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:41,303,2017_67-303-Model,303,J,,,BOUNDARY,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:42,303,2017_67-303-Model,303,J,,,DISTRIBUTED_VERTICAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:43,303,2017_67-303-Model,303,J,,,DISTRIBUTED_HORIZONTAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:44,303,2017_67-303-Model,303,J,,,LOCAL,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,True,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
