code,building,drawing,sheet,axis,level_start,level_end,orientation,classification,bar_count,diameter_mm,spacing_cm,length_cm,lap_anchorage,anchorage,face_edge,edge,wall_parents,physical_wall_id,element_tags,geometry_special,status,source,geometry_pending,resolution,note
LT1:300:78,LT1,2017_67-300-Model,300,J,PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:79,LT1,2017_67-300-Model,300,J,PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:80,LT1,2017_67-300-Model,300,J,PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:81,LT1,2017_67-300-Model,300,J,PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:82,LT1,2017_67-300-Model,300,CORTE A,,,VERTICAL,LOCAL,,,,,,,,,,,,False,DETAIL_FROM_DRAWING_REQUIRED,DRAWING_ELEVATION,True,RESOLVED_METADATA,CORTE A del plano 300 (detalle de seccion): distribucion transversal / refuerzo especial. Valores no legibles -> DETAIL_FROM_DRAWING_REQUIRED (no se modela sin el detalle).
LT1:301:01,LT1,2017_67-301-Model,301,1'',PISO_1S,PISO_4,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). El eje se extiende por varios pisos con cambios de armadura a lo largo de la altura; limites exactos por nivel requieren el plano.
LT1:301:02,LT1,2017_67-301-Model,301,1'',PISO_1S,PISO_4,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:301:03,LT1,2017_67-301-Model,301,1'',PISO_1S,PISO_4,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:301:04,LT1,2017_67-301-Model,301,1'',PISO_1S,PISO_4,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Anotaciones legibles del plano: V.F. 15/225 ; V. 15/125 ; V. 15/VAR ; V. 20/80."
LT1:301:05,LT1,2017_67-301-Model,301,1'',FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:301:06,LT1,2017_67-301-Model,301,1'',PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:301:07,LT1,2017_67-301-Model,301,1'',PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:301:08,LT1,2017_67-301-Model,301,1'',PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:301:09,LT1,2017_67-301-Model,301,1'',PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:301:10,LT1,2017_67-301-Model,301,1A,PISO_1,,VERTICAL,SPECIAL_GEOMETRY,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). Marcador de nivel legible: 1° (PISO_1).
LT1:301:11,LT1,2017_67-301-Model,301,1A,PISO_1,,VERTICAL,BOUNDARY,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True).
LT1:301:12,LT1,2017_67-301-Model,301,1A,PISO_1,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True).
LT1:301:13,LT1,2017_67-301-Model,301,1A,PISO_1,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True).
LT1:301:14,LT1,2017_67-301-Model,301,1A,PISO_1,,VERTICAL,LOCAL,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True)."
LT1:301:15,LT1,2017_67-301-Model,301,1BB,,,HORIZONTAL,SPECIAL_GEOMETRY,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:16,LT1,2017_67-301-Model,301,1BB,,,VERTICAL,BOUNDARY,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:17,LT1,2017_67-301-Model,301,1BB,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:18,LT1,2017_67-301-Model,301,1BB,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:19,LT1,2017_67-301-Model,301,1BB,,,HORIZONTAL,LOCAL,,,,,,,,,,,,True,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar.muro de geometria variable/inclinada; NO se aproxima a un muro rectangular tipico y su armadura no se copia de muros verticales (geometry_special=True). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:301:20,LT1,2017_67-301-Model,301,1C,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:21,LT1,2017_67-301-Model,301,1C,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:22,LT1,2017_67-301-Model,301,1C,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:23,LT1,2017_67-301-Model,301,1C,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:301:24,LT1,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Muro longitudinal en nivel inferior (marcador 1°S legible).
LT1:301:25,LT1,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:301:26,LT1,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:301:27,LT1,2017_67-301-Model,301,1b,PISO_1S,PISO_1S,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar."
LT1:301:28,LT1,2017_67-301-Model,301,1b,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:301:29,LT1,2017_67-301-Model,301,1AA,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:30,LT1,2017_67-301-Model,301,1AA,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:31,LT1,2017_67-301-Model,301,1AA,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:301:32,LT1,2017_67-301-Model,301,1AA,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:302:01,LT1,2017_67-302-Model,302,,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"Familia independiente de la elevacion 302. grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:02,LT1,2017_67-302-Model,302,,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"Familia independiente de la elevacion 302. armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:03,LT1,2017_67-302-Model,302,,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"Familia independiente de la elevacion 302. armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:04,LT1,2017_67-302-Model,302,,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"Familia independiente de la elevacion 302. refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:05,LT1,2017_67-302-Model,302,,,,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"Familia independiente de la elevacion 302. refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:302:06,LT1,2017_67-302-Model,302,,,,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"Familia independiente de la elevacion 302. empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso. Los vanos/pisos, barras que parten o terminan, y refuerzos de nudo se leen por elevacion."
LT1:303:01,LT1,2017_67-303-Model,303,E',,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:02,LT1,2017_67-303-Model,303,E',,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:03,LT1,2017_67-303-Model,303,E',,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:04,LT1,2017_67-303-Model,303,E',,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:05,LT1,2017_67-303-Model,303,E',FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:06,LT1,2017_67-303-Model,303,E,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:07,LT1,2017_67-303-Model,303,E,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:08,LT1,2017_67-303-Model,303,E,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:09,LT1,2017_67-303-Model,303,E,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:10,LT1,2017_67-303-Model,303,E,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:11,LT1,2017_67-303-Model,303,F,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:12,LT1,2017_67-303-Model,303,F,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:13,LT1,2017_67-303-Model,303,F,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:14,LT1,2017_67-303-Model,303,F,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:15,LT1,2017_67-303-Model,303,F,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:16,LT1,2017_67-303-Model,303,F',,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:17,LT1,2017_67-303-Model,303,F',,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:18,LT1,2017_67-303-Model,303,F',,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:19,LT1,2017_67-303-Model,303,F',,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:20,LT1,2017_67-303-Model,303,F',FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
